Bank,Tenant,Trans Date,Account,Contact,Amount,Type,Line Description
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 8.50,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,NHS clawback,NHS,"-£ 3,996.23",ACCRECPAYMENT,Under Performance Yr 22/23 Superannuable
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,NHS Delivery,NHS,"£ 51,776.38",ACCRECPAYMENT,1669600001 Monthly Income
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS Delivery,NHS,"£ 30,467.82",ACCRECPAYMENT,1969400002 Monthly Income
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,NHS Delivery,NHS,"£ 6,271.73",ACCRECPAYMENT,1018910000 Monthly Income
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,"£ 1,515.80",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,NHS Delivery,NHS,"£ 6,271.73",ACCRECPAYMENT,1032440000 Monthly Income
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,NHS Delivery,NHS,"£ 37,061.43",ACCRECPAYMENT,1271160004 Monthly Income
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 36.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Associate Fees,NHS,-£ 86.90,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,£ 11.22,ACCRECPAYMENT,"Non-Superannuable Additions
Statutory Levy England"
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,-£ 776.99,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,FD Income,NHS,"£ 5,347.00",ACCRECPAYMENT,FD Service Costs
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,NHS Delivery,NHS,"£ 37,061.43",ACCRECPAYMENT,1271160004 Monthly Income
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,"£ 9,512.80",ACCRECPAYMENT,Remission
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"£ 21,262.60",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,NHS Delivery,NHS,"£ 57,174.97",ACCRECPAYMENT,3312790005 Monthly Income
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS Delivery,NHS,"£ 76,274.98",ACCRECPAYMENT,8411020001 Monthly Income
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"-£ 10,213.50",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,"-£ 17,308.30",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,NHS Delivery,NHS,"£ 57,174.97",ACCRECPAYMENT,3312790005 Monthly income
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"-£ 20,974.70",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"£ 2,861.30",ACCRECPAYMENT,Remission
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,NHS creditor,NHS,"-£ 4,225.33",ACCRECPAYMENT,Under Performance Yr 22/23 Superannuable
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,"£ 8,872.50",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Income Control Account,NHS,"£ 5,218.60",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,NHS,"£ 5,148.50",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Rates,NHS,£ 798.40,ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only)"
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,NHS Delivery,,"£ 45,324.64",ACCRECPAYMENT,1032430000 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 21,191.60",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Rates,NHS,£ 798.40,ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only) "
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Rates,NHS,£ 622.46,ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only)"
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS Delivery,NHS,"£ 53,132.76",ACCRECPAYMENT,1271160002 Monthly Income
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,NHS Delivery,NHS,"£ 11,848.56",ACCRECPAYMENT,1000580000 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,NHS Delivery,NHS,"£ 6,271.74",ACCRECPAYMENT,1032440000 Monthly Income
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,NHS Delivery,NHS,£ 915.86,ACCRECPAYMENT,1036970000 Monthly Income
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,NHS Delivery,NHS,"£ 23,746.33",ACCRECPAYMENT,1023730000 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,NHS Delivery,NHS,"£ 23,746.33",ACCRECPAYMENT,1023730000 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,-£ 205.94,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS clawback,NHS,"-£ 2,212.77",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 2.78,ACCRECPAYMENT,Performers' Superannuation Contribution
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,NHS clawback,NHS,"-£ 4,248.74",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,-£ 2.07,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 11.72,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,-£ 12.13,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,-£ 11.85,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 84.67,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Associate Fees,NHS,-£ 87.75,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"£ 7,223.80",ACCRECPAYMENT,Remission
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"£ 4,782.02",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,NHS,"£ 1,945.30",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Associate Fees,,-£ 121.88,ACCRECPAYMENT,Trainer's Contributions on Grant
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"-£ 3,648.50",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"-£ 10,189.10",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"-£ 8,607.50",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,NHS,"£ 5,122.40",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Associate Fees,,-£ 24.78,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Income Control Account,,£ 180.60,ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,NHS Delivery,NHS,"£ 35,413.00",ACCRECPAYMENT,1023730000 Monthly Income
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,NHS Delivery,NHS,"£ 53,132.76",ACCRECPAYMENT,1271160002 Monthly Income
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,NHS Delivery,NHS,"£ 30,467.83",ACCRECPAYMENT,1969400002 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Rates,NHS,"£ 3,433.12",ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only) "
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Associate Fees,,£ 975.00,ACCRECPAYMENT,Trainer's Grant
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,-£ 667.50,ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,£ 975.00,ACCRECPAYMENT,Trainer's Grant
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Rates,NHS,"£ 2,438.80",ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only)"
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Associate Fees,,-£ 15.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,"£ 6,975.10",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,NHS Delivery,,"£ 30,821.07",ACCRECPAYMENT,9374790001 Monthly Income
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Income Control Account,,"-£ 24,026.00",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,£ 133.40,ACCRECPAYMENT,Performers' Superannuation Contribution
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Associate Fees,,-£ 977.97,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,NHS Delivery,NHS,"£ 30,820.98",ACCRECPAYMENT,9374790001 Monthly Income
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Rates,NHS,"£ 1,705.65",ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates"
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"-£ 37,410.80",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"£ 6,729.00",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,"-£ 41,795.40",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"£ 15,072.10",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,NHS,"-£ 3,896.20",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"£ 15,519.54",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,NHS creditor,NHS,-£ 262.07,ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 6,213.80",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"£ 1,199.20",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,-£ 214.40,ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,£ 134.00,ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,NHS clawback,NHS,"-£ 2,119.21",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,"-£ 19,388.40",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"£ 8,225.55",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,-£ 173.80,ACCRECPAYMENT,Patient's charges
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Associate Fees,NHS,-£ 10.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,£ 975.00,ACCRECPAYMENT,Trainer's Grant
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,"-£ 23,463.90",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,£ 134.00,ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"-£ 19,468.80",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Income Control Account,NHS,"-£ 29,568.70",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Rates,NHS,£ 628.73,ACCRECPAYMENT,Non-Superannuable Additions
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Income Control Account,NHS,"-£ 2,101.90",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,NHS,"-£ 9,613.40",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"£ 15,089.30",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,NHS,"-£ 11,158.40",ACCRECPAYMENT,Patient's Charges
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,"£ 1,790.30",ACCRECPAYMENT,Remission
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Income Control Account,NHS,"-£ 31,491.10",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,-£ 104.32,ACCRECPAYMENT,Trainer's Contributions on Grant
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Associate Fees,NHS,-£ 18.37,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS clawback,NHS,"-£ 2,835.00",ACCRECPAYMENT,Under Performance Yr 22/23 Superannuable
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS creditor,NHS,"-£ 6,372.88",ACCRECPAYMENT,"Auto Debt Recovery
Deduction to offset debt in contract 6229660003"
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,"-£ 10,568.60",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"£ 2,195.90",ACCRECPAYMENT,Remission
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"£ 7,659.20",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,NHS,"£ 5,481.20",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"-£ 25,933.20",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Rates,NHS,"£ 3,193.60",ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only)"
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,NHS,"-£ 10,492.50",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,NHS,"£ 1,228.50",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Income Control Account,,"£ 2,791.30",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,"£ 2,998.60",ACCRECPAYMENT,Remission
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,NHS,"£ 2,172.20",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,"-£ 5,456.00",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"-£ 2,966.00",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,"£ 5,610.70",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"£ 9,264.30",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,NHS creditor,NHS,"-£ 4,501.38",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,"£ 1,104.30",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,NHS,"-£ 10,661.70",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Rates,NHS,£ 873.24,ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only)"
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,NHS Delivery,NHS,"£ 15,086.54",ACCRECPAYMENT,8514770001 Monthly Income
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,NHS clawback,NHS,"-£ 4,248.74",ACCRECPAYMENT,"Under Performance Yr 22/23 Superannuable 
"
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 30.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,NHS clawback,NHS,"-£ 2,119.21",ACCRECPAYMENT,Under Performance Yr 22/23 Superannuable
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Rates,NHS,"£ 2,819.34",ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only)"
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,NHS Delivery,NHS,"£ 37,061.43",ACCRECPAYMENT,1271160004 Monthly Income
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS Delivery,NHS,"£ 23,746.33",ACCRECPAYMENT,1023730000 Monthly Income
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,NHS,£ 321.60,ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,£ 134.00,ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,"£ 5,162.30",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,NHS,"-£ 28,906.10",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Income Control Account,NHS,"-£ 12,933.40",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 6,465.00",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,£ 214.40,ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,"£ 15,890.30",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"£ 6,194.60",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,NHS,£ 241.20,ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,NHS Delivery,NHS,"£ 1,166.94",ACCRECPAYMENT,"Non-Superannuable Additions
Business Rates (England only)"
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Associate Fees,NHS,-£ 104.32,ACCRECPAYMENT,Trainer's Contributions on Grant
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 79.55,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 86.37,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS clawback,NHS,"-£ 2,119.21",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 15.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Associate Fees,NHS,-£ 27.19,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Associate Fees,NHS,"-£ 1,633.16",ACCRECPAYMENT,Performers' Superannuation Contribution
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS clawback,NHS,"-£ 4,248.74",ACCRECPAYMENT,Under Performance Yr 22/23 Superannuable
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,"£ 11,440.62",ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,NHS Delivery,NHS,"£ 10,579.10",ACCRECPAYMENT,1000580000 Monthly Income
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,NHS Delivery,NHS,"£ 53,132.76",ACCRECPAYMENT,1271160002 Monthly Income
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS Delivery,NHS,"£ 53,132.76",ACCRECPAYMENT,1271160002 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"£ 3,175.60",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,NHS Delivery,NHS,"£ 20,766.65",ACCRECPAYMENT,1023740000 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,NHS Delivery,NHS,"£ 34,454.47",ACCRECPAYMENT,7418330001 Monthly Income
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS Delivery,NHS,"£ 14,480.66",ACCRECPAYMENT,3015580002 Monthly Income
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Associate Fees,NHS,-£ 10.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,02-Dec-2024 00:00:00,NHS Delivery,NHS,"£ 14,847.15",ACCRECPAYMENT,6229660003 Monthly Income
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,-£ 285.53,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,NHS clawback,NHS,"-£ 2,119.21",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 0.54,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,NHS,"£ 12,898.90",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-May-2024 00:00:00,Associate Fees,NHS,-£ 23.38,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,02-Apr-2024 00:00:00,Associate Fees,NHS,-£ 205.93,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,-£ 0.44,ACCRECPAYMENT,Performers superannuable
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,£ 975.00,ACCRECPAYMENT,Trainer's Grant
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS Delivery,NHS,"£ 45,324.54",ACCRECPAYMENT,1032430000 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,-£ 15.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Associate Fees,NHS,-£ 100.07,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Associate Fees,NHS,-£ 10.00,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Associate Fees,NHS,-£ 12.13,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Income Control Account,NHS,"-£ 8,966.20",ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,01-May-2024 00:00:00,NHS Delivery,NHS,"£ 34,454.47",ACCRECPAYMENT,7418330001 Monthly Income
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,NHS Delivery,NHS,"£ 32,285.52",ACCRECPAYMENT,104181000 Monthly Income
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Associate Fees,NHS,£ 115.05,ACCRECPAYMENT,Trainer's Contributions on Grant
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,NHS clawback,NHS,"-£ 5,310.07",ACCRECPAYMENT,Underperformance
Bank J,BrightSmile Dental,02-Jan-2025 00:00:00,Associate Fees,NHS,-£ 0.54,ACCRECPAYMENT,Performers' Superannuation Contribution
Bank J,BrightSmile Dental,01-Oct-2024 00:00:00,Associate Fees,NHS,-£ 10.00,ACCRECPAYMENT,Non-Superannuable Deductions
Bank J,BrightSmile Dental,02-Sep-2024 00:00:00,Associate Fees,NHS,-£ 10.00,ACCRECPAYMENT,non superannuable
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,"£ 11,322.10",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,03-Jun-2024 00:00:00,Income Control Account,NHS,"£ 9,262.36",ACCRECPAYMENT,Remissions
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"-£ 46,108.40",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,NHS,"-£ 13,816.10",ACCRECPAYMENT,Patient Charges
Bank J,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,NHS,-£ 160.80,ACCRECPAYMENT,Patients' Charges
Bank J,BrightSmile Dental,01-Aug-2024 00:00:00,Income Control Account,NHS,"£ 25,755.20",ACCRECPAYMENT,Remissions
